Model,Year_of_Manufacture,Number_of_Engines,Capacity,Range_(km),Fuel_Consumption_(L/hour),Hourly_Maintenance_Cost_($),Age,Sales_Region,Price_($),HMC_per_person,Cost_per_km,Engine_Type_Piston,Engine_Type_Turbofan,Company_Airbus,Company_Boeing,Company_Bombardier,Company_Cessna
0.0,0.6511627906976756,1.0,0.44897959183673464,6300,0.046278924327704814,0.6075886070885671,0.34883720930232553,1.0,0.10527909998118459,0.013378624772793328,0.25968165086350886,0.0,1.0,1.0,0.0,0.0,0.0
0.6000000000000001,0.0,1.0,0.9999999999999999,15600,0.1192411924119241,0.6842836315794153,1.0,0.6000000000000001,0.39448998740808516,0.006224878532256292,0.39348267490971905,0.0,1.0,0.0,1.0,0.0,0.0
0.8,0.6279069767441854,1.0,0.11734693877551021,3000,0.1342505732749635,0.12204309678107586,0.37209302325581395,0.8,0.018022242854196104,0.015795963933435467,0.09283518609188206,0.0,1.0,0.0,0.0,1.0,0.0
0.6000000000000001,0.2093023255813975,1.0,0.9999999999999999,15600,0.14092140921409213,0.31173160519508236,0.7906976744186046,0.6000000000000001,0.3567203863179469,0.002833078883444686,0.3556502411818948,0.0,1.0,0.0,1.0,0.0,0.0
0.6000000000000001,0.13953488372093403,1.0,0.9999999999999999,15600,0.05003126954346467,0.5467504066992026,0.8604651162790697,0.2,0.43636562524290223,0.004972744304519205,0.4354279760902957,0.0,1.0,0.0,1.0,0.0,0.0
0.2,0.13953488372093403,1.0,0.8826530612244897,14800,0.05315822388993121,0.0884959685663742,0.8604651162790697,0.8,0.38703979268030947,0.001039547130311232,0.4069840319271296,0.0,1.0,1.0,0.0,0.0,0.0
0.6000000000000001,0.8837209302325633,1.0,0.9999999999999999,15600,0.08818011257035646,0.045225840289445374,0.11627906976744187,0.8,0.6233618097818949,0.0004067488790530599,0.6227352431711387,0.0,1.0,0.0,1.0,0.0,0.0
0.4,0.6744186046511658,1.0,0.40306122448979587,5700,0.096727121117365,0.8287996373043177,0.32558139534883723,1.0,0.08655651684337685,0.01990110957641965,0.2358813972784736,0.0,1.0,0.0,1.0,0.0,0.0
0.4,0.5581395348837219,1.0,0.40306122448979587,5700,0.14717531790702523,0.28095358739810294,0.4418604651162791,0.2,0.08291295848576964,0.0077089126995937745,0.22589296442271226,0.0,1.0,0.0,1.0,0.0,0.0
1.0,0.418604651162795,0.0,0.0,1285,0.9897852824682093,0.07455263087713684,0.5813953488372093,0.4,6.099513096523553e-05,0.16633754936784775,0.0007417174914557192,1.0,0.0,0.0,0.0,0.0,1.0
1.0,0.5348837209302388,0.0,0.0,1285,0.3324994788409423,0.7723017841427314,0.4651162790697675,1.0,0.00014013963461052627,0.7952320161121359,0.0017041363235384154,1.0,0.0,0.0,0.0,0.0,1.0
0.0,0.09302325581395365,1.0,0.44897959183673464,6300,0.020012507817385866,0.7713283729365016,0.9069767441860466,0.2,0.08743019567973137,0.016658218950596795,0.2154108384342878,0.0,1.0,1.0,0.0,0.0,0.0
0.8,0.32558139534884134,1.0,0.11734693877551021,3000,0.03147800708776318,0.3584909014943418,0.6744186046511628,0.8,0.01260566053580526,0.032845153071057225,0.0646221013485612,0.0,1.0,0.0,0.0,1.0,0.0
0.4,0.32558139534884134,1.0,0.40306122448979587,5700,0.017302480717114863,0.3309198069178868,0.6744186046511628,0.2,0.07106329459144022,0.008820900247336779,0.19340835444666177,0.0,1.0,0.0,1.0,0.0,0.0
0.2,0.3953488372093048,1.0,0.8826530612244897,14800,0.08818011257035646,0.31100265799041704,0.6046511627906977,0.0,0.4114464468967897,0.0033315411208647066,0.43275276181870037,0.0,1.0,1.0,0.0,0.0,0.0
0.8,0.5348837209302388,1.0,0.11734693877551021,3000,0.12799666458203043,0.8872798712785912,0.4651162790697675,0.6000000000000001,0.016675105191336043,0.0709737505036813,0.08581841669577304,0.0,1.0,0.0,0.0,1.0,0.0
0.6000000000000001,0.5116279069767486,1.0,0.9999999999999999,15600,0.19324577861163225,0.11959845676543016,0.4883720930232558,0.6000000000000001,0.4884277352564457,0.0010838543477647276,0.48757669542989057,0.0,1.0,0.0,1.0,0.0,0.0
0.8,0.3953488372093048,1.0,0.11734693877551021,3000,0.13383364602876796,0.771023904134553,0.6046511627906977,0.4,0.014095515467459673,0.06259105490361237,0.07238223513242432,0.0,1.0,0.0,0.0,1.0,0.0
0.8,0.9534883720930267,1.0,0.11734693877551021,3000,0.1159057744423598,0.5227707105457327,0.046511627906976744,0.2,0.023761138343989227,0.044690632200821416,0.12272708752885608,0.0,1.0,0.0,0.0,1.0,0.0
1.0,0.9302325581395365,0.0,0.0,1285,0.5907859078590786,0.3143762612120081,0.06976744186046512,0.6000000000000001,0.00024940096822395944,0.3824951088664801,0.0030327840532572326,1.0,0.0,0.0,0.0,0.0,1.0
1.0,0.34883720930233153,0.0,0.0,1285,0.37460913070669166,0.9076348330088629,0.6511627906976745,0.6000000000000001,0.00010169995298122875,0.9172102445359369,0.0012366992711171452,1.0,0.0,0.0,0.0,0.0,1.0
0.2,0.5581395348837219,1.0,0.8826530612244897,14800,0.02084636230977694,0.22881163826439446,0.4418604651162791,0.8,0.4474124486286034,0.0024849089419530087,0.47072593813719243,0.0,1.0,1.0,0.0,0.0,0.0
0.8,0.8139534883720927,1.0,0.11734693877551021,3000,0.04377736085053157,0.2897698482545271,0.18604651162790697,0.6000000000000001,0.02249044354073376,0.02788998659851167,0.11610848227930191,0.0,1.0,0.0,0.0,1.0,0.0
0.8,0.46511627906976827,1.0,0.11734693877551021,3000,0.050656660412757966,0.8037309651438783,0.5348837209302326,0.2,0.01362269036005286,0.06494941416163105,0.06991945435297497,0.0,1.0,0.0,0.0,1.0,0.0
0.0,0.04651162790698038,1.0,0.44897959183673464,6300,0.14613299979153638,0.8926269657128126,0.9534883720930233,0.8,0.07434424913975825,0.019087745807343313,0.18295363686350027,0.0,1.0,1.0,0.0,0.0,0.0
0.2,0.3953488372093048,1.0,0.8826530612244897,14800,0.11569731081926202,0.22794934705887585,0.6046511627906977,0.2,0.36804342702382165,0.0024760266640032015,0.38692752556694976,0.0,1.0,1.0,0.0,0.0,0.0
0.0,0.8372093023255829,1.0,0.44897959183673464,6300,0.23327079424640398,0.81807655723569,0.1627906976744186,0.4,0.13772441941515895,0.017594552725453207,0.34015609493068283,0.0,1.0,1.0,0.0,0.0,0.0
0.6000000000000001,0.30232558139535115,1.0,0.9999999999999999,15600,0.060245987075255365,0.4174400618716164,0.6976744186046512,0.4,0.39681135032016296,0.003795473074966289,0.3958078995876239,0.0,1.0,0.0,1.0,0.0,0.0
0.2,0.5813953488372121,1.0,0.8826530612244897,14800,0.09151553053992076,0.1198695895671654,0.41860465116279066,0.4,0.4792440522271393,0.0013627201143767875,0.5043339856749969,0.0,1.0,1.0,0.0,0.0,0.0
0.2,0.2093023255813975,1.0,0.8826530612244897,14800,0.19053575151136126,0.5188281729205003,0.7906976744186046,0.8,0.3958972150700274,0.005472307461582023,0.4163357653958684,0.0,1.0,1.0,0.0,0.0,0.0
0.0,0.34883720930233153,1.0,0.44897959183673464,6300,0.2632895559724828,0.36365353672738265,0.6511627906976745,0.4,0.06459614130477041,0.008492774152598914,0.15877530937549697,0.0,1.0,1.0,0.0,0.0,0.0
1.0,0.7906976744186096,0.0,0.0,1285,0.19762351469668543,0.2848583442230934,0.20930232558139536,0.8,0.00020829471171128003,0.3558900537728776,0.0025329207202135283,1.0,0.0,0.0,0.0,0.0,1.0
0.8,0.8604651162790731,1.0,0.11734693877551021,3000,0.13612674588284343,0.6096087687014962,0.13953488372093023,0.0,0.021161506249083403,0.0509521345211191,0.10918651225761684,0.0,1.0,0.0,0.0,1.0,0.0
1.0,0.5813953488372121,0.0,0.0,1285,0.5749426725036481,0.14490270332737729,0.41860465116279066,0.8,0.00013902053997092196,0.22974539600148633,0.0016905278263411238,1.0,0.0,0.0,0.0,0.0,1.0
0.0,0.1860465116279073,1.0,0.44897959183673464,6300,0.0656660412757974,0.9857255247086435,0.813953488372093,1.0,0.08912503441634954,0.02095244550606021,0.21961456357838488,0.0,1.0,1.0,0.0,0.0,0.0
0.2,0.11627906976744384,1.0,0.8826530612244897,14800,0.19741505107358767,0.237652345520975,0.8837209302325582,0.2,0.4091398885674995,0.0025759751834074805,0.4303174801107103,0.0,1.0,1.0,0.0,0.0,0.0
0.4,0.2093023255813975,1.0,0.40306122448979587,5700,0.1713570981863665,0.36780720235396613,0.7906976744186046,0.4,0.06854137888798596,0.009641821357394977,0.1864947872138905,0.0,1.0,0.0,1.0,0.0,0.0
0.0,1.0,1.0,0.44897959183673464,6300,0.2263914946841776,0.09029166777786668,0.0,0.0,0.19518601218957465,0.0030175251243762724,0.482678647163389,0.0,1.0,1.0,0.0,0.0,0.0
1.0,0.09302325581395365,0.0,0.0,1285,0.32228476130915157,0.3208012196531278,0.9069767441860466,0.0,7.158624140754145e-05,0.388286045041424,0.000870508294011336,1.0,0.0,0.0,0.0,0.0,1.0
0.2,0.8837209302325633,1.0,0.8826530612244897,14800,0.004586199708150933,0.677614209136731,0.11627906976744187,0.0,0.6505507323895857,0.007107928582607438,0.6852008726548211,0.0,1.0,1.0,0.0,0.0,0.0
1.0,0.3720930232558146,0.0,0.0,1285,0.35563894100479465,0.5121298592776311,0.627906976744186,1.0,4.619827770623562e-05,0.5607341551199766,0.0005617837048234862,1.0,0.0,0.0,0.0,0.0,1.0
0.4,1.0,1.0,0.40306122448979587,5700,0.10485720241817803,0.6909886124223271,0.0,0.4,0.13576205730919275,0.016834154639999075,0.3707732224767994,0.0,1.0,0.0,1.0,0.0,0.0
0.4,1.0,1.0,0.40306122448979587,5700,0.037314988534500736,0.936799388395516,0.0,1.0,0.11945253041536502,0.022304620979262647,0.3260623661382128,0.0,1.0,0.0,1.0,0.0,0.0
0.6000000000000001,0.9534883720930267,1.0,0.9999999999999999,15600,0.23785699395455492,0.9247628699184823,0.046511627906976744,0.8,0.7551878117072511,0.008414257030773649,0.7547805477943654,0.0,1.0,0.0,1.0,0.0,0.0
0.4,0.418604651162795,1.0,0.40306122448979587,5700,0.17886178861788618,0.2579584144509339,0.5813953488372093,0.0,0.06620951049351034,0.007197160035069605,0.1801022147337319,0.0,1.0,0.0,1.0,0.0,0.0
0.0,0.6744186046511658,1.0,0.44897959183673464,6300,0.0654575776526996,0.5296890417900099,0.32558139534883723,0.2,0.13030140570744772,0.01181835039788166,0.32174472121476994,0.0,1.0,1.0,0.0,0.0,0.0
0.8,0.3720930232558146,1.0,0.11734693877551021,3000,0.24306858453199917,0.09310522619587347,0.627906976744186,1.0,0.012517535608238562,0.013709384066705764,0.06416308939170481,0.0,1.0,0.0,0.0,1.0,0.0
0.0,0.7441860465116292,1.0,0.44897959183673464,6300,0.09464248488638732,0.33905156856993013,0.2558139534883721,0.2,0.13460661391745035,0.008000013758605071,0.33242297137034116,0.0,1.0,1.0,0.0,0.0,0.0
0.8,0.4418604651162852,1.0,0.11734693877551021,3000,0.24306858453199917,0.726009191846459,0.5581395348837209,0.4,0.013012144101635455,0.05934524619455699,0.06673933221766419,0.0,1.0,0.0,0.0,1.0,0.0
1.0,0.8837209302325633,0.0,0.0,1285,0.23702313946216383,0.6420780329092994,0.11627906976744187,0.6000000000000001,0.00025782915004798706,0.6778588939720415,0.003135273051659637,1.0,0.0,0.0,0.0,0.0,1.0
0.0,0.5348837209302388,1.0,0.44897959183673464,6300,0.2434855117781947,0.16163737543447917,0.4651162790697675,0.6000000000000001,0.09881021779528341,0.004446530266958416,0.2436368189207748,0.0,1.0,1.0,0.0,0.0,0.0
1.0,0.7674418604651194,0.0,0.0,1285,0.3008130081300813,0.005058182432372368,0.23255813953488372,0.2,0.00017553206207530917,0.10370089278171983,0.002134517931058355,1.0,0.0,0.0,0.0,0.0,1.0
1.0,0.46511627906976827,0.0,0.0,1285,0.7437982072128414,0.5487727907121459,0.5348837209302326,0.0,5.877685851356283e-05,0.593761120063759,0.0007147426911366943,1.0,0.0,0.0,0.0,0.0,1.0
0.4,0.16279069767442422,1.0,0.40306122448979587,5700,0.06420679591411299,0.7122325341582882,0.8372093023255814,0.8,0.06899358919960806,0.017306933582705804,0.1877344743249504,0.0,1.0,0.0,1.0,0.0,0.0
0.6000000000000001,0.34883720930233153,1.0,0.9999999999999999,15600,0.20220971440483634,0.32542158928269815,0.6511627906976745,0.2,0.4455081155594877,0.0029577156587999483,0.4445856756430137,0.0,1.0,0.0,1.0,0.0,0.0
0.0,0.8372093023255829,1.0,0.44897959183673464,6300,0.15405461746925161,0.6576615018090337,0.1627906976744186,0.2,0.14334220104477866,0.014381550196196698,0.35408993381472953,0.0,1.0,1.0,0.0,0.0,0.0
0.4,0.720930232558139,1.0,0.40306122448979587,5700,0.09964561184073378,0.09367860539954306,0.2790697674418605,0.2,0.0897001762031426,0.003541147957981894,0.24449940949470364,0.0,1.0,0.0,1.0,0.0,0.0
1.0,0.1860465116279073,0.0,0.0,1285,0.4944757139879091,0.9730845134277409,0.813953488372093,0.6000000000000001,5.158400053623856e-05,0.9762012754429235,0.0006272755689105125,1.0,0.0,0.0,0.0,0.0,1.0
0.8,0.697674418604656,1.0,0.11734693877551021,3000,0.17094017094017092,0.8921135913095269,0.3023255813953488,1.0,0.018146418783463764,0.07132228834333547,0.09348197512038332,0.0,1.0,0.0,0.0,1.0,0.0
0.0,0.3720930232558146,1.0,0.44897959183673464,6300,0.13341671878257244,0.5769461556924554,0.627906976744186,1.0,0.09161439234357142,0.01276487768043677,0.22578894246483908,0.0,1.0,1.0,0.0,0.0,0.0
1.0,0.6279069767441854,0.0,0.0,1285,0.7692307692307693,0.19525339804962175,0.37209302325581395,0.6000000000000001,0.00011624490131372398,0.27512742643369975,0.0014135698248779068,1.0,0.0,0.0,0.0,0.0,1.0
1.0,0.27906976744186096,0.0,0.0,1285,0.9622680842193038,0.940528575619383,0.7209302325581396,0.4,7.995063417253579e-05,0.9468579949078999,0.00097222159999207,1.0,0.0,0.0,0.0,0.0,1.0
0.6000000000000001,0.5813953488372121,1.0,0.9999999999999999,15600,0.10027100271002709,0.9149331946555727,0.41860465116279066,0.4,0.5447894760832572,0.008324765398079442,0.5440321983494568,0.0,1.0,0.0,1.0,0.0,0.0
0.8,0.5348837209302388,1.0,0.11734693877551021,3000,0.23118615801542627,0.963692650967633,0.4651162790697675,0.0,0.014557949604002729,0.07648353282130414,0.07479089297524828,0.0,1.0,0.0,0.0,1.0,0.0
1.0,0.6511627906976756,0.0,0.0,1285,0.4878048780487805,0.2944680018845952,0.34883720930232553,0.2,0.00014314785261100991,0.3645514193973872,0.0017407170779980196,1.0,0.0,0.0,0.0,0.0,1.0
0.0,0.32558139534884134,1.0,0.44897959183673464,6300,0.15092766312278508,0.16950244908481568,0.6744186046511628,0.2,0.0868302611438324,0.004604062248380658,0.21392281491978937,0.0,1.0,1.0,0.0,0.0,0.0
0.6000000000000001,0.02325581395349019,1.0,0.9999999999999999,15600,0.18865957890348134,0.9362260091918465,0.9767441860465117,1.0,0.3704187517377682,0.00851862009689093,0.3693713948866456,0.0,1.0,0.0,1.0,0.0,0.0
1.0,0.32558139534884134,0.0,0.0,1285,0.9922868459453825,0.6150514263363293,0.6744186046511628,1.0,7.276772438473536e-05,0.6534993039258662,0.0008848754504740598,1.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,1.0,0.44897959183673464,6300,0.1405044819678966,0.14009120729658378,1.0,0.2,0.08283548376477623,0.004014975432290819,0.20401452939941198,0.0,1.0,1.0,0.0,0.0,0.0
0.8,0.9302325581395365,1.0,0.11734693877551021,3000,0.1903272878882635,0.6970668764612281,0.06976744186046512,0.2,0.02436255601896375,0.0572583458332621,0.1258596620625388,0.0,1.0,0.0,0.0,1.0,0.0
0.0,0.09302325581395365,1.0,0.44897959183673464,6300,0.07963310402334794,0.35951542790089874,0.9069767441860466,0.2,0.08409532326312145,0.008409890696987665,0.20713932166565904,0.0,1.0,1.0,0.0,0.0,0.0
0.6000000000000001,0.09302325581395365,1.0,0.9999999999999999,15600,0.24744632061705232,0.8671382599496849,0.9069767441860466,1.0,0.42723244046075254,0.007889629279444654,0.4262795975524861,0.0,1.0,0.0,1.0,0.0,0.0
0.0,0.3953488372093048,1.0,0.44897959183673464,6300,0.13591828225974567,0.5113786880728236,0.6046511627906977,0.4,0.08454282456395878,0.011451606686398799,0.20824926353192746,0.0,1.0,1.0,0.0,0.0,0.0
0.2,0.30232558139535115,1.0,0.8826530612244897,14800,0.21575984990619138,0.7020183836929177,0.6976744186046512,1.0,0.4237434575729552,0.007359310784068362,0.44573603858319444,0.0,1.0,1.0,0.0,0.0,0.0
0.0,0.8372093023255829,1.0,0.44897959183673464,6300,0.09151553053992076,0.8900712056964558,0.1627906976744186,1.0,0.12700418810836764,0.019036555703179546,0.3135666000594385,0.0,1.0,1.0,0.0,0.0,0.0
0.2,0.34883720930233153,1.0,0.8826530612244897,14800,0.009797790285595166,0.5783218213012598,0.6511627906976745,0.0,0.3715015269790393,0.006085138855180868,0.3905786136224313,0.0,1.0,1.0,0.0,0.0,0.0
0.2,0.27906976744186096,1.0,0.8826530612244897,14800,0.14696685428392747,0.46563058378003575,0.7209302325581396,0.2,0.4066399501732735,0.004924330432498138,0.42767802626935264,0.0,1.0,1.0,0.0,0.0,0.0
0.4,0.9767441860465169,1.0,0.40306122448979587,5700,0.010214717531790707,0.03049799539518716,0.023255813953488372,0.0,0.1065122031629631,0.002135076971245876,0.2905878170281833,0.0,1.0,0.0,1.0,0.0,0.0
0.6000000000000001,0.6279069767441854,1.0,0.9999999999999999,15600,0.09756097560975607,0.8226613684650328,0.37209302325581395,0.0,0.5562395287908021,0.007484701392239318,0.5555012991007324,0.0,1.0,0.0,1.0,0.0,0.0
0.2,0.06976744186047057,1.0,0.8826530612244897,14800,0.0585782780904732,0.7700504929283232,0.9302325581395349,0.4,0.33949037065487847,0.008060095043345459,0.35678099296055643,0.0,1.0,1.0,0.0,0.0,0.0
0.8,0.9534883720930267,1.0,0.11734693877551021,3000,0.02313946216385241,0.6229365015867937,0.046511627906976744,0.2,0.023662825928465147,0.05191313747486905,0.12221501250673669,0.0,1.0,0.0,0.0,1.0,0.0
0.4,0.5813953488372121,1.0,0.40306122448979587,5700,0.17281634354805084,0.540674365060316,0.41860465116279066,0.4,0.07748932602962508,0.013488943156694088,0.21102464523978445,0.0,1.0,0.0,1.0,0.0,0.0
0.6000000000000001,0.13953488372093403,1.0,0.9999999999999999,15600,0.26454033771106944,0.7261447582473265,0.8604651162790697,0.6000000000000001,0.324025930887259,0.0066059918927419605,0.32290139600884477,0.0,1.0,0.0,1.0,0.0,0.0
0.0,0.27906976744186096,1.0,0.44897959183673464,6300,0.07337919533041484,0.7952458418895735,0.7209302325581396,1.0,0.08146279688143669,0.01713726929930156,0.20060984065717755,0.0,1.0,1.0,0.0,0.0,0.0
0.2,0.1860465116279073,1.0,0.8826530612244897,14800,0.021263289555972488,0.43900178680961144,0.813953488372093,0.0,0.39973951622107545,0.004650032869625467,0.420392495976194,0.0,1.0,1.0,0.0,0.0,0.0
0.0,0.3953488372093048,1.0,0.44897959183673464,6300,0.04690431519699812,0.40898160741748224,0.6046511627906977,0.0,0.08690522278651934,0.009400664034793893,0.2141087430174883,0.0,1.0,1.0,0.0,0.0,0.0
0.0,0.09302325581395365,1.0,0.44897959183673464,6300,0.06775067750677508,0.15644584900125344,0.9069767441860466,0.0,0.09411343573814038,0.004342547585804883,0.23198734431096465,0.0,1.0,1.0,0.0,0.0,0.0
1.0,0.13953488372093403,0.0,0.0,1285,0.4002501563477173,0.6602461530255754,0.8604651162790697,0.2,7.825751979558459e-05,0.6942341631626905,0.000951632865636608,1.0,0.0,0.0,0.0,0.0,1.0
0.8,0.7906976744186096,1.0,0.11734693877551021,3000,0.19991661455076087,0.9549363949115931,0.20930232558139536,0.2,0.024394730662096426,0.07585215852786165,0.12602724853680064,0.0,1.0,0.0,0.0,1.0,0.0
0.4,0.34883720930233153,1.0,0.40306122448979587,5700,0.06712528663748177,0.4196291258856264,0.6511627906976745,0.6000000000000001,0.07143260819384503,0.010795107201733871,0.19442078892918843,0.0,1.0,0.0,1.0,0.0,0.0
0.2,0.720930232558139,1.0,0.8826530612244897,14800,0.20533666875130288,0.35599736867838316,0.2790697674418605,0.0,0.604142346282751,0.0037950220470807042,0.6362025480305781,0.0,1.0,1.0,0.0,0.0,0.0
0.0,0.5813953488372121,1.0,0.44897959183673464,6300,0.02647488013341672,0.47420682543492376,0.41860465116279066,0.2,0.11034597154839407,0.010707080006187326,0.27224906211556094,0.0,1.0,1.0,0.0,0.0,0.0
0.0,0.5581395348837219,1.0,0.44897959183673464,6300,0.12841359182822598,0.4916504431465628,0.4418604651162791,0.2,0.09668811929713272,0.01105646359538856,0.2383733571989081,0.0,1.0,1.0,0.0,0.0,0.0
0.2,0.3720930232558146,1.0,0.8826530612244897,14800,0.1669793621013133,0.398531882550604,0.627906976744186,0.0,0.33301759560847904,0.004233161010177018,0.3499469881707094,0.0,1.0,1.0,0.0,0.0,0.0
0.6000000000000001,0.6279069767441854,1.0,0.9999999999999999,15600,0.012299353762768396,0.6351397000648942,0.37209302325581395,0.4,0.6323645347223257,0.005777460835270751,0.6317529448372442,0.0,1.0,0.0,1.0,0.0,0.0
0.8,0.8139534883720927,1.0,0.11734693877551021,3000,0.23202001250781737,0.5031713648202968,0.18604651162790697,0.4,0.017613709450111783,0.043277411415575326,0.09070727833152656,0.0,1.0,0.0,0.0,1.0,0.0
0.8,0.720930232558139,1.0,0.11734693877551021,3000,0.04419428809672712,0.6587415882159462,0.2790697674418605,0.6000000000000001,0.018990040070017516,0.05449488144483158,0.09787610364087099,0.0,1.0,0.0,0.0,1.0,0.0
0.0,0.418604651162795,1.0,0.44897959183673464,6300,0.1588492808005003,0.026508787369656228,0.5813953488372093,0.6000000000000001,0.07516014100846592,0.0017399981769848278,0.18497730146901575,0.0,1.0,1.0,0.0,0.0,0.0
0.4,0.8604651162790731,1.0,0.40306122448979587,5700,0.15593079007713154,0.9403018908179323,0.13953488372093023,0.4,0.13215590357163762,0.022382568422897528,0.3608873304613968,0.0,1.0,0.0,1.0,0.0,0.0
1.0,0.06976744186047057,0.0,0.0,1285,0.6216385240775485,0.45828555173302754,0.9302325581395349,0.4,4.236346024178876e-05,0.5122032655846804,0.00051515127458014,1.0,0.0,0.0,0.0,0.0,1.0
0.6000000000000001,0.06976744186047057,1.0,0.9999999999999999,15600,0.10464873879508024,0.9415353228258262,0.9302325581395349,0.2,0.41776944675599137,0.0085669573138266,0.41680086142954426,0.0,1.0,0.0,1.0,0.0,0.0
1.0,0.697674418604656,0.0,0.0,1285,0.4327704815509694,0.07119013965561691,0.3023255813953488,1.0,0.0001541495584727291,0.16330687263568236,0.0018745008332643038,1.0,0.0,0.0,0.0,0.0,1.0
1.0,0.2325581395348877,0.0,0.0,1285,0.1861580154263081,0.8449387062076077,0.7674418604651163,0.2,5.6531686075623686e-05,0.8607010434182121,0.0006874407796201359,1.0,0.0,0.0,0.0,0.0,1.0
1.0,0.11627906976744384,0.0,0.0,1285,0.7477590160516989,0.11816945355628453,0.8837209302325582,0.6000000000000001,8.797218758386683e-05,0.20565021397160044,0.001069765885571547,1.0,0.0,0.0,0.0,0.0,1.0
0.4,0.8837209302325633,1.0,0.40306122448979587,5700,0.23785699395455492,0.6289880968255238,0.11627906976744187,0.2,0.12613323952348884,0.015454346402355768,0.34437682903573885,0.0,1.0,0.0,1.0,0.0,0.0
0.8,0.34883720930233153,1.0,0.11734693877551021,3000,0.048155096935584736,0.2820536754051436,0.6511627906976745,0.0,0.012974015758463704,0.02733360803332577,0.06654073500012081,0.0,1.0,0.0,0.0,1.0,0.0
0.4,0.8372093023255829,1.0,0.40306122448979587,5700,0.21867834062956013,0.7506711648042955,0.1627906976744186,0.6000000000000001,0.11121602483711267,0.018162377101175894,0.3034828504944712,0.0,1.0,0.0,1.0,0.0,0.0
1.0,0.8837209302325633,0.0,0.0,1285,0.8142589118198875,0.37204309678107583,0.11627906976744187,0.2,0.0002488180942912089,0.43447131497766805,0.0030256961466589003,1.0,0.0,0.0,0.0,0.0,1.0
1.0,0.11627906976744384,0.0,0.0,1285,0.9428809672712112,0.34082726618129455,0.8837209302325582,0.0,6.465273160643754e-05,0.4063358983352391,0.0007861949166109404,1.0,0.0,0.0,0.0,0.0,1.0
0.8,0.8604651162790731,1.0,0.11734693877551021,3000,0.2045028142589118,0.7509267408059312,0.13953488372093023,1.0,0.023966963266843604,0.06114193872706398,0.12379915763680253,0.0,1.0,0.0,0.0,1.0,0.0
1.0,0.46511627906976827,0.0,0.0,1285,0.9193245778611633,0.10312825026002079,0.5348837209302326,0.8,0.00011769418791702133,0.19209329386367224,0.0014311935467518837,1.0,0.0,0.0,0.0,0.0,1.0
0.0,0.9767441860465169,1.0,0.44897959183673464,6300,0.24265165728580365,0.32007005004844835,0.023255813953488372,0.4,0.15721211165425245,0.0076198270806374655,0.388491609157461,0.0,1.0,1.0,0.0,0.0,0.0
0.6000000000000001,0.34883720930233153,1.0,0.9999999999999999,15600,0.0029184907233687774,0.389228916091065,0.6511627906976745,0.8,0.41952447365465945,0.003538632291466336,0.41855880795050304,0.0,1.0,0.0,1.0,0.0,0.0
